#Date/Time of Update: 2019-11-08 10:49:08 GMT,#Team ID,#Team Abbr.,#Team City,#Team Name,#GamesPlayed,#AtBats,#Runs,#Hits,#SecondBaseHits,#ThirdBaseHits,#Homeruns,#UnearnedRuns,#RunsBattedIn,#EarnedRuns,#BatterWalks,#BatterSwings,#BatterStrikes,#BatterStrikesFoul,#BatterStrikesMiss,#BatterStrikesLooking,#BatterGroundBalls,#BatterFlyBalls,#BatterLineDrives,#LeftOnBase,#BatterStrikeouts,#BatterSplitters,#BatterCutters,#Batter4SeamFastballs,#BatterSinkers,#BatterChangeups,#Batter2SeamFastballs,#OpponentsLeftOnBase,#BatterSliders,#BatterCurveballs,#StolenBases,#CaughtBaseSteals,#BatterStolenBasePct,#BattingAvg,#BatterOnBasePct,#BatterSluggingPct,#BatterOnBasePlusSluggingPct,#BatterIntentionalWalks,#HitByPitch,#BatterSacrificeBunts,#BatterSacrificeFlies,#TotalBases,#ExtraBaseHits,#BatterDoublePlays,#BatterTriplePlays,#BatterTagOuts,#BatterForceOuts,#BatterPutOuts,#BatterGroundOuts,#BatterFlyOuts,#BatterGroundOutToFlyOutRatio,#PitchesFaced,#PlateAppearances,#OpponentAtBats,#EarnedRunAvg,#InningsPitched,#HitsAllowed,#SecondBaseHitsAllowed,#ThirdBaseHitsAllowed,#RunsAllowed,#EarnedRunsAllowed,#HomerunsAllowed,#PitcherWalks,#PitcherSwings,#PitcherStrikes,#PitcherStrikesFoul,#PitcherStrikesMiss,#PitcherStrikesLooking,#PitcherGroundBalls,#PitcherFlyBalls,#PitcherLineDrives,#Pitcher4SeamFastballs,#PitcherSinkers,#PitcherChangeups,#Pitcher2SeamFastballs,#PitcherSliders,#PitcherSacrificeBunts,#PitcherCurveballs,#PitcherSplitters,#PitcherCutters,#PitcherSacrificeFlies,#PitcherStrikeouts,#PitchingAvg,#WalksAndHitsPerInningPitched,#Shutouts,#BattersHit,#PitcherIntentionalWalks,#PitcherGroundOuts,#PitcherFlyOuts,#PitcherWildPitches,#Balks,#PitcherStolenBasesAllowed,#PitcherCaughtStealing,#PickoffAttempts,#Pickoffs,#TotalBattersFaced,#PitchesThrown,#PitcherGroundOutToFlyOutRatio,#PitcherOnBasePct,#PitcherSluggingPct,#PitcherOnBasePlusSluggingPct,#StrikeoutsPer9Innings,#WalksAllowedPer9Innings,#HitsAllowedPer9Innings,#StrikeoutsToWalksRatio,#PitchesPerInning,#InningsPlayed,#TotalChances,#FielderForceOuts,#FielderTagOuts,#FielderPutOuts,#Assists,#Errors,#FielderDoublePlays,#FielderTriplePlays,#FielderStolenBasesAllowed,#FielderCaughtStealing,#FielderStolenBasePct,#PassedBalls,#FielderWildPitches,#FieldingPct,#DefenceEfficiencyRatio,#OutsFaced,#Wins,#Losses,#WinPct,#GamesBack,#RunsFor,#RunsAgainst,#RunDifferential
,122,HOU,Houston,Astros,162,5610,920,1537,323,28,288,49,891,869,642,11089,10830,4448,2128,4254,1883,1106,1135,1165,1165,373,2115,11391,2788,3617,2776,1085,5910,3012,65,27,0.707,0.274,0.352,0.496,0.848,0,66,9,55,2780,639,0,0,14,1245,2417,1440,724,1.99,24838,6401,5454,3.70,1455.1,1207,232,21,640,599,230,448,11321,11572,4379,3111,4082,1683,956,907,11722,260,3347,2019,6232,11,3498,5,2957,30,1671,0.221,1.14,3,41,0,1080,668,41,7,78,14,408,5,5988,24064,1.62,0.284,0.398,0.682,10.33,2.77,7.46,3.73,16.54,1455.1,5798,1125,5,4381,1348,69,1,0,76,17,0.817,7,41,0.988,0.728,4366,107,55,0.660,0.0,919,639,280
,118,KC,Kansas City,Royals,162,5497,691,1357,281,40,162,58,656,631,456,11180,10904,4359,2668,3877,1872,949,1028,1056,1405,244,1908,11075,1860,3602,2578,1359,5970,2900,117,39,0.750,0.247,0.309,0.401,0.710,0,59,24,42,2204,483,0,0,8,1224,2631,1429,711,2.01,23572,6089,5576,5.24,1415.1,1525,299,28,869,824,221,582,11336,10963,4542,2383,4038,1948,1048,1127,12710,2638,2475,2333,7465,18,2524,564,706,49,1230,0.273,1.49,7,81,0,1099,741,59,5,59,21,591,7,6307,24649,1.48,0.348,0.456,0.804,7.82,3.70,9.70,2.11,17.42,1415.1,5853,1208,12,4275,1505,73,1,0,57,27,0.679,10,59,0.988,0.689,4246,59,103,0.364,0.0,690,868,-178
,124,LAA,Los Angeles,Angels,162,5542,769,1370,266,21,220,55,733,711,586,10768,11249,4181,2281,4787,1871,1022,1065,1125,1276,358,1985,11295,2428,3617,2600,1237,5703,2871,65,20,0.765,0.247,0.324,0.422,0.746,0,67,4,41,2338,507,0,0,7,1249,2523,1463,725,2.02,25050,6251,5574,5.19,1429.1,1418,282,28,868,825,267,576,11480,11407,4400,2861,4146,1738,1073,1083,10819,1920,4996,1944,6875,12,3361,370,513,44,1404,0.254,1.40,7,82,0,1051,747,99,8,101,26,689,19,6289,25236,1.41,0.331,0.459,0.790,8.84,3.63,8.93,2.44,17.66,1429.1,5888,1173,12,4329,1467,92,1,0,99,35,0.739,11,99,0.984,0.709,4288,72,90,0.444,0.0,766,867,-101
,137,LAD,Los Angeles,Dodgers,162,5494,886,1415,302,20,279,62,862,821,607,11306,11334,4461,2608,4265,1722,1096,1055,1124,1356,474,2007,11368,2519,3447,2574,1100,5509,2307,57,10,0.851,0.258,0.338,0.472,0.810,0,81,55,44,2594,601,0,0,8,1110,2460,1349,742,1.82,25193,6285,5386,3.43,1438.1,1202,238,23,613,548,185,392,11352,11281,4563,2854,3864,1792,890,935,11260,1591,3084,1398,4984,31,2729,278,2489,36,1519,0.223,1.11,5,66,0,1162,641,42,6,68,12,456,6,5913,23174,1.81,0.282,0.379,0.661,9.50,2.45,7.52,3.88,16.11,1438.1,5873,1207,8,4337,1429,107,4,0,63,17,0.788,9,42,0.982,0.729,4315,106,56,0.654,0.0,884,613,271
,128,MIA,Miami,Marlins,162,5512,615,1326,265,18,146,52,593,562,395,11133,11025,4282,2750,3993,2000,874,972,1034,1468,445,1755,9855,2381,2793,3305,1268,5424,2456,55,31,0.640,0.241,0.298,0.375,0.673,0,73,29,32,2065,429,0,0,19,1333,2801,1536,653,2.35,23160,6044,5473,4.78,1431.2,1340,277,27,808,760,236,615,11874,11472,4889,2830,3753,1615,1130,1003,13583,1370,3679,2009,6247,29,3360,91,651,39,1378,0.245,1.37,15,90,0,983,812,72,6,63,15,520,5,6247,24791,1.21,0.329,0.435,0.764,8.66,3.87,8.42,2.24,17.32,1431.2,5788,1081,12,4332,1360,96,2,0,57,25,0.695,13,72,0.983,0.719,4295,57,105,0.352,0.0,615,806,-191
,134,MIL,Milwaukee,Brewers,162,5542,769,1366,279,17,250,45,744,721,629,11562,11859,4618,2906,4335,1774,983,987,1180,1563,348,1920,11785,3286,3352,3201,1287,5513,3051,100,26,0.794,0.246,0.329,0.438,0.767,0,72,19,37,2429,546,0,0,10,1172,2727,1348,681,1.98,25522,6314,5542,4.44,1449.2,1365,247,36,766,715,225,570,11803,11676,4852,2827,3997,1752,955,1025,11165,1264,3955,5705,4365,43,2480,646,1135,34,1496,0.246,1.33,5,60,0,1055,676,41,3,99,22,427,4,6251,25157,1.56,0.321,0.426,0.747,9.29,3.54,8.47,2.62,17.35,1449.2,5859,1119,11,4373,1390,96,6,0,94,34,0.734,10,41,0.984,0.708,4349,89,73,0.549,0.0,767,763,4
,120,MIN,Minnesota,Twins,162,5732,939,1561,322,23,309,57,906,881,525,11865,11069,4661,2754,3654,1733,1170,1175,1116,1333,538,1907,11290,3075,4175,2807,1298,6591,2732,27,21,0.562,0.272,0.340,0.498,0.838,0,81,10,41,2856,654,0,0,7,1089,2422,1320,780,1.69,24708,6404,5671,4.19,1453.2,1464,282,23,754,677,199,452,11833,11548,4685,2879,3984,1812,1023,1096,12118,776,3603,4242,5251,20,4104,971,1868,40,1463,0.258,1.32,0,61,0,1083,735,72,3,76,9,699,11,6246,24399,1.47,0.318,0.421,0.739,9.06,2.80,9.06,3.24,16.78,1453.2,5908,1155,4,4389,1406,113,2,0,71,16,0.816,15,72,0.981,0.689,4361,101,61,0.623,0.0,939,753,186
,127,NYM,New York,Mets,162,5666,796,1457,281,17,244,64,771,729,520,11990,11131,4813,2851,3467,1966,975,1087,1141,1392,535,1751,10877,2251,2990,2699,1274,5495,2637,56,28,0.667,0.257,0.329,0.442,0.771,0,96,30,25,2504,542,0,0,14,1308,2709,1521,687,2.21,24167,6347,5638,4.24,1461.1,1411,287,19,739,688,204,503,11881,11734,4840,2872,4022,1814,993,1023,9519,4427,4314,3104,6006,35,2525,547,971,36,1535,0.250,1.31,8,61,0,1068,689,49,2,146,19,636,3,6274,24797,1.55,0.317,0.416,0.733,9.45,3.10,8.69,3.05,16.97,1461.1,5956,1188,12,4412,1442,102,2,0,141,22,0.865,14,49,0.983,0.696,4384,87,76,0.537,0.0,793,739,54
,114,NYY,New York,Yankees,162,5583,943,1495,290,17,306,58,904,883,568,11729,11701,4695,2848,4158,1769,1053,1040,1038,1437,649,1873,11306,2653,3109,2291,1225,6650,3013,55,22,0.714,0.268,0.339,0.490,0.829,0,50,8,33,2737,613,0,0,8,1150,2590,1317,687,1.92,25415,6247,5535,4.35,1434.1,1377,277,18,739,693,248,507,11633,11587,4658,2933,3996,1737,1008,962,11700,1952,3158,2338,7119,7,1769,993,1904,36,1534,0.249,1.31,2,44,0,1013,703,56,5,78,14,515,5,6133,24561,1.44,0.315,0.440,0.755,9.63,3.18,8.64,3.03,17.12,1434.1,5773,1103,9,4329,1345,99,4,0,70,24,0.745,13,56,0.983,0.703,4303,103,59,0.636,0.0,941,738,203
,125,OAK,Oakland,Athletics,162,5553,845,1382,293,23,257,65,801,779,578,11303,11351,4424,2614,4313,1769,1091,1049,1080,1338,397,2033,10744,2667,3797,2506,1213,5916,3115,49,21,0.700,0.249,0.327,0.449,0.776,0,87,7,37,2492,573,0,0,5,1173,2512,1363,769,1.77,25093,6279,5536,3.99,1458.1,1342,249,22,680,647,201,474,11314,10945,4579,2426,3940,1805,1039,1031,10758,4035,2734,3094,4411,26,2390,619,1711,42,1298,0.242,1.25,3,66,0,1114,757,74,4,87,35,548,13,6146,24046,1.47,0.308,0.404,0.712,8.01,2.93,8.28,2.74,16.49,1458.1,5933,1164,25,4391,1463,79,3,0,82,41,0.667,19,74,0.987,0.722,4375,97,65,0.599,0.0,844,678,166
,129,PHI,Philadelphia,Phillies,162,5571,774,1367,311,26,215,65,742,705,562,11746,11723,4730,2830,4163,1792,963,1026,1132,1453,473,1776,12333,2010,3352,2887,1259,6005,3051,79,18,0.814,0.245,0.319,0.426,0.745,0,57,34,34,2375,552,0,0,11,1193,2645,1380,669,2.06,25153,6269,5571,4.56,1438.2,1450,248,23,794,729,258,546,11367,11216,4493,2611,4112,1856,1005,1078,10750,2057,3417,3219,5582,46,2311,1175,622,40,1392,0.260,1.39,5,71,0,1102,687,45,6,69,36,741,11,6274,24497,1.60,0.332,0.452,0.784,8.71,3.42,9.07,2.55,17.03,1438.2,6006,1219,26,4358,1550,98,3,0,65,50,0.565,11,45,0.984,0.703,4316,81,81,0.500,0.0,772,792,-20
,132,PIT,Pittsburgh,Pirates,162,5674,761,1502,315,38,165,60,725,700,426,11742,10650,4670,2535,3445,2123,946,1145,1108,1220,416,1856,10348,2272,3378,3020,1334,5203,2906,63,29,0.685,0.265,0.321,0.421,0.742,0,63,47,34,2388,518,0,0,11,1415,2630,1653,694,2.38,23800,6264,5666,5.24,1431.0,1517,346,34,912,833,241,585,11928,11659,4837,2800,4022,1835,1036,1079,13813,2734,3143,2240,6284,34,2934,2,869,37,1446,0.268,1.47,4,85,0,1101,693,50,3,81,24,450,7,6413,25070,1.59,0.343,0.468,0.812,9.09,3.68,9.54,2.47,17.52,1431.0,5944,1201,12,4330,1494,120,3,0,72,30,0.706,17,50,0.980,0.685,4293,70,93,0.432,0.0,761,912,-151
,139,SD,San Diego,Padres,162,5390,682,1279,224,25,219,50,652,630,504,10956,11171,4270,2811,4090,1794,876,860,1012,1581,230,2006,11023,2077,2826,2426,1219,5504,2530,70,36,0.660,0.237,0.307,0.410,0.717,0,55,35,31,2210,468,0,0,21,1203,2794,1383,598,2.31,23692,6026,5551,4.64,1420.2,1393,299,22,789,732,215,463,11403,11305,4616,2637,4052,1803,1033,998,10850,3107,3424,2235,5310,43,3153,678,1010,35,1475,0.251,1.31,4,68,0,1077,727,59,6,61,14,510,5,6160,24006,1.48,0.315,0.429,0.743,9.34,2.93,8.82,3.19,16.90,1420.2,5797,1144,12,4295,1385,117,2,0,58,18,0.763,6,59,0.980,0.701,4262,70,92,0.432,0.0,680,783,-103
,136,SF,San Francisco,Giants,162,5598,679,1344,304,26,168,48,656,629,476,11841,11388,4847,2768,3773,1836,1004,1066,1076,1438,550,1679,11587,2644,3225,2258,1269,5451,2968,47,28,0.627,0.240,0.303,0.394,0.697,0,50,24,42,2204,498,2,0,11,1220,2657,1445,736,1.96,24203,6205,5614,4.40,1467.1,1404,242,38,776,718,230,520,11580,11323,4725,2541,4057,1840,1072,1044,10956,2635,2716,2793,4361,43,2270,229,3395,33,1375,0.250,1.31,9,65,0,1082,742,53,4,93,25,527,8,6276,24653,1.46,0.319,0.430,0.749,8.43,3.19,8.61,2.64,16.80,1467.1,6047,1231,17,4418,1538,91,7,0,88,33,0.727,7,53,0.985,0.713,4402,77,86,0.475,0.0,677,775,-98
,123,SEA,Seattle,Mariners,162,5500,758,1305,254,28,239,48,730,708,588,11531,11945,4718,2845,4382,1632,1023,972,1081,1581,486,2015,12628,2451,3597,2508,1240,6152,3280,114,47,0.708,0.237,0.316,0.424,0.740,0,58,14,37,2332,521,0,0,15,1054,2642,1270,704,1.80,25619,6225,5652,5.04,1434.2,1484,334,24,893,804,260,505,11177,10848,4312,2393,4143,1975,1056,1112,8222,4344,4845,1826,6249,12,2758,374,2341,46,1239,0.263,1.39,4,51,0,1146,735,76,3,88,22,327,6,6268,24169,1.56,0.326,0.468,0.794,7.77,3.17,9.31,2.45,16.85,1434.2,5941,1236,12,4318,1490,133,6,0,83,26,0.761,7,76,0.978,0.709,4304,68,94,0.420,0.0,757,892,-135
,133,STL,St. Louis,Cardinals,162,5449,764,1338,247,24,210,70,715,691,561,11517,11592,4728,2681,4183,1719,1011,1009,1107,1420,398,1884,11290,2347,3355,2683,1226,5909,2800,116,29,0.800,0.246,0.323,0.415,0.738,0,76,37,38,2263,481,0,0,14,1121,2540,1339,722,1.85,24829,6173,5389,3.85,1433.2,1284,245,19,662,614,191,545,11211,11089,4484,2672,3933,1842,902,990,10759,3233,2136,2410,6154,27,3190,12,2133,38,1399,0.238,1.28,6,69,0,1155,642,45,3,39,8,565,5,6068,24073,1.80,0.314,0.397,0.711,8.78,3.42,8.06,2.57,16.79,1433.2,5977,1298,7,4332,1578,67,7,0,34,19,0.642,7,45,0.989,0.717,4301,91,71,0.562,0.0,762,660,102
,115,TB,Tampa Bay,Rays,162,5667,775,1449,294,30,220,39,737,733,547,11778,11706,4660,2917,4129,1878,956,1067,1140,1508,510,2624,11367,2532,3613,2807,1197,6283,2669,95,36,0.725,0.256,0.327,0.435,0.762,0,73,8,34,2463,544,0,0,11,1210,2727,1425,673,2.12,25236,6348,5570,3.72,1472.2,1299,270,26,661,608,184,457,11666,11747,4531,3152,4064,1768,894,974,10128,4233,2742,1548,4278,11,4126,1736,2356,28,1627,0.233,1.19,2,60,0,1111,633,59,6,76,19,396,8,6129,24284,1.76,0.297,0.390,0.687,9.94,2.79,7.94,3.56,16.49,1472.2,5952,1170,12,4448,1416,88,3,0,75,35,0.682,16,59,0.985,0.706,4418,96,66,0.593,0.0,774,660,114
,121,TEX,Texas,Rangers,162,5540,810,1376,296,24,223,73,764,730,534,11586,11877,4665,2898,4314,1761,938,1020,1066,1578,410,1727,11982,2414,3522,2265,1360,6011,3038,131,38,0.775,0.248,0.320,0.431,0.751,0,67,17,44,2389,543,0,0,19,1094,2684,1325,656,2.02,25223,6222,5629,5.09,1430.0,1512,310,31,878,809,241,583,11619,11497,4743,2559,4195,1832,1083,1071,11060,3588,4033,3266,5992,19,2465,1,2288,50,1379,0.269,1.47,6,70,0,1007,756,68,2,85,20,462,11,6354,25187,1.33,0.342,0.463,0.805,8.68,3.67,9.52,2.37,17.61,1430.0,5786,1105,7,4314,1364,108,5,0,80,25,0.762,11,68,0.981,0.688,4290,78,84,0.481,0.0,809,879,-70
,112,TOR,Toronto,Blue Jays,162,5493,726,1302,271,21,247,40,697,684,509,11205,11274,4371,2818,4085,1619,1046,973,1003,1514,514,1794,11024,1974,3365,2744,1341,5757,2751,51,19,0.729,0.237,0.306,0.429,0.734,0,45,13,28,2356,539,0,0,8,1116,2625,1274,718,1.77,24120,6086,5590,4.85,1426.2,1452,332,22,828,769,228,603,11482,11220,4535,2648,4037,1878,991,1057,9865,1732,2725,4580,6283,11,3404,410,2898,36,1332,0.260,1.44,3,70,0,1116,690,72,6,82,23,660,12,6313,25057,1.62,0.337,0.449,0.787,8.40,3.80,9.16,2.21,17.56,1426.2,5915,1204,9,4317,1503,95,5,0,74,35,0.679,9,72,0.984,0.700,4280,67,95,0.414,0.0,725,827,-102
