#Date/Time of Update: 2019-11-08 10:49:04 GMT,#Team ID,#Team Abbr.,#Team City,#Team Name,#GamesPlayed,#AtBats,#Runs,#Hits,#SecondBaseHits,#ThirdBaseHits,#Homeruns,#UnearnedRuns,#RunsBattedIn,#EarnedRuns,#BatterWalks,#BatterSwings,#BatterStrikes,#BatterStrikesFoul,#BatterStrikesMiss,#BatterStrikesLooking,#BatterGroundBalls,#BatterFlyBalls,#BatterLineDrives,#BatterSinkers,#BatterChangeups,#Batter2SeamFastballs,#OpponentsLeftOnBase,#BatterSliders,#BatterCurveballs,#LeftOnBase,#BatterStrikeouts,#BatterSplitters,#BatterCutters,#Batter4SeamFastballs,#StolenBases,#CaughtBaseSteals,#BatterStolenBasePct,#BattingAvg,#BatterOnBasePct,#BatterSluggingPct,#BatterOnBasePlusSluggingPct,#BatterIntentionalWalks,#HitByPitch,#BatterSacrificeBunts,#BatterSacrificeFlies,#TotalBases,#ExtraBaseHits,#BatterDoublePlays,#BatterTriplePlays,#BatterTagOuts,#BatterForceOuts,#BatterPutOuts,#BatterGroundOuts,#BatterFlyOuts,#BatterGroundOutToFlyOutRatio,#PitchesFaced,#PlateAppearances,#OpponentAtBats,#EarnedRunAvg,#InningsPitched,#HitsAllowed,#SecondBaseHitsAllowed,#ThirdBaseHitsAllowed,#RunsAllowed,#EarnedRunsAllowed,#HomerunsAllowed,#PitcherWalks,#PitcherSwings,#PitcherStrikes,#PitcherStrikesFoul,#PitcherStrikesMiss,#PitcherStrikesLooking,#PitcherGroundBalls,#PitcherFlyBalls,#PitcherLineDrives,#PitcherSacrificeBunts,#PitcherSliders,#PitcherCurveballs,#PitcherSplitters,#PitcherCutters,#Pitcher4SeamFastballs,#PitcherSinkers,#PitcherChangeups,#Pitcher2SeamFastballs,#PitcherSacrificeFlies,#PitcherStrikeouts,#PitchingAvg,#WalksAndHitsPerInningPitched,#Shutouts,#BattersHit,#PitcherIntentionalWalks,#PitcherGroundOuts,#PitcherFlyOuts,#PitcherWildPitches,#Balks,#PitcherStolenBasesAllowed,#PitcherCaughtStealing,#PickoffAttempts,#Pickoffs,#TotalBattersFaced,#PitchesThrown,#PitcherGroundOutToFlyOutRatio,#PitcherOnBasePct,#PitcherSluggingPct,#PitcherOnBasePlusSluggingPct,#StrikeoutsPer9Innings,#WalksAllowedPer9Innings,#HitsAllowedPer9Innings,#StrikeoutsToWalksRatio,#PitchesPerInning,#InningsPlayed,#TotalChances,#FielderForceOuts,#FielderTagOuts,#FielderPutOuts,#Assists,#Errors,#FielderDoublePlays,#FielderTriplePlays,#FielderStolenBasesAllowed,#FielderCaughtStealing,#FielderStolenBasePct,#PassedBalls,#FielderWildPitches,#FieldingPct,#DefenceEfficiencyRatio,#OutsFaced,#Wins,#Losses,#WinPct,#GamesBack,#RunsFor,#RunsAgainst,#RunDifferential
,122,HOU,Houston,Astros,162,5545,724,1367,291,29,198,61,689,663,554,11218,10797,4343,2752,3702,1872,946,1013,2181,2519,2226,1250,3612,2281,1085,1452,490,1206,8298,102,44,0.699,0.247,0.319,0.417,0.735,0,47,24,30,2310,518,0,0,0,1222,2658,1580,741,2.13,23886,6180,5637,4.13,1445.0,1441,319,42,701,663,181,453,10943,11043,4066,2614,4363,1967,947,1062,18,3947,2683,0,2899,7309,2313,2226,1525,31,1396,0.256,1.31,5,39,0,1236,720,98,2,69,2,375,5,6180,24011,1.72,0.314,0.423,0.737,8.69,2.82,8.98,3.08,16.62,1445.0,6080,1313,0,4404,1599,77,15,0,67,31,0.684,18,98,0.987,0.693,4335,84,78,0.519,0.0,724,704,20
,118,KC,Kansas City,Royals,162,5552,675,1450,264,33,147,55,640,632,382,11333,10527,4478,2455,3594,2091,929,1030,1796,2449,2707,1319,3873,2233,1049,1224,395,1117,7801,121,35,0.776,0.261,0.312,0.400,0.712,0,45,38,34,2221,444,0,0,1,1350,2571,1715,723,2.37,23000,6069,5535,4.27,1421.0,1433,248,21,712,674,206,517,11282,10919,4486,2478,3955,1935,1054,993,30,2217,1832,38,1063,7895,2578,3210,3292,39,1287,0.259,1.37,6,60,0,1113,817,55,6,63,4,528,13,6182,24023,1.36,0.327,0.423,0.750,8.15,3.27,9.08,2.49,16.91,1421.0,5940,1214,0,4320,1526,94,14,0,55,42,0.567,7,55,0.984,0.702,4263,81,81,0.500,0.0,687,721,-34
,124,LAA,Los Angeles,Angels,162,5431,717,1410,279,20,156,59,686,657,471,10648,9876,4159,1964,3753,2091,993,1112,2525,1946,2170,1274,3476,1859,1042,991,537,1161,7990,73,34,0.682,0.260,0.322,0.405,0.727,0,51,34,47,2197,455,0,0,0,1433,2418,1775,785,2.26,22610,6059,5495,4.35,1398.2,1480,276,20,727,676,208,498,11066,10692,4312,2325,4055,1859,1050,1134,22,3851,1831,91,349,6981,2020,4757,3411,48,1136,0.269,1.41,3,56,0,1064,824,47,10,96,5,797,20,6120,23759,1.29,0.334,0.440,0.774,7.31,3.20,9.52,2.28,16.99,1398.2,5842,1174,0,4263,1482,97,12,0,93,47,0.664,7,47,0.983,0.699,4196,74,88,0.457,0.0,717,729,-12
,137,LAD,Los Angeles,Dodgers,162,5518,725,1376,272,21,189,65,680,660,525,10928,10625,4315,2354,3956,2016,870,1090,1699,2560,2669,1174,3578,1914,1106,1321,149,1201,9241,45,26,0.634,0.249,0.319,0.409,0.728,0,58,29,31,2257,482,0,0,0,1310,2620,1688,684,2.47,23823,6171,5430,3.75,1436.0,1266,224,26,638,598,165,464,11297,11554,4558,2754,4242,1729,880,1040,35,4795,2565,114,1436,8440,1945,2183,1589,30,1510,0.233,1.20,9,53,0,1089,701,58,4,88,9,686,19,6014,24163,1.55,0.298,0.375,0.673,9.46,2.91,7.93,3.25,16.83,1436.0,5887,1206,0,4359,1448,80,12,0,87,36,0.707,13,58,0.986,0.712,4308,91,71,0.562,0.0,725,643,82
,128,MIA,Miami,Marlins,161,5547,655,1460,259,42,128,48,626,607,447,10862,10787,4227,2216,4344,2198,781,1152,2812,2365,2352,1358,4293,2009,1171,1213,259,1074,8293,71,28,0.717,0.263,0.322,0.394,0.716,0,54,43,38,2187,429,0,0,0,1426,2628,1802,629,2.86,23728,6143,5408,4.10,1418.0,1358,254,31,682,646,152,595,11000,10961,4388,2485,4088,1812,859,1134,48,4136,1767,4,642,11142,366,2712,2610,50,1379,0.251,1.38,4,61,0,1051,701,66,2,86,4,511,10,6164,24319,1.50,0.329,0.394,0.723,8.75,3.78,8.62,2.32,17.15,1418.0,5897,1207,2,4305,1506,86,12,0,76,38,0.667,9,66,0.985,0.697,4254,79,82,0.491,0.0,655,686,-31
,134,MIL,Milwaukee,Brewers,162,5330,671,1299,249,19,194,41,641,630,599,10991,11242,4361,2750,4131,1845,769,983,2727,2652,2471,1310,3676,2039,1071,1543,150,1015,9017,181,56,0.764,0.244,0.322,0.407,0.729,0,37,53,38,2168,462,0,0,0,1252,2782,1569,585,2.68,24252,6087,5509,4.16,1404.2,1450,293,34,733,650,178,532,10879,10448,4332,2132,3984,2080,867,1147,40,3055,2077,435,856,8377,3584,1725,2904,41,1175,0.263,1.41,6,66,0,1238,675,48,2,108,7,685,10,6188,23851,1.83,0.333,0.426,0.759,7.53,3.41,9.29,2.21,16.98,1404.2,6110,1321,0,4303,1671,136,15,1,92,59,0.609,8,48,0.978,0.700,4214,73,89,0.451,0.0,672,734,-62
,120,MIN,Minnesota,Twins,162,5618,722,1409,288,35,200,63,690,659,513,11079,11358,4372,2445,4541,1852,1037,1016,2133,2602,2554,1339,3437,2055,1124,1426,442,1481,9002,91,32,0.740,0.251,0.316,0.421,0.738,0,44,25,41,2367,523,0,0,0,1149,2568,1497,791,1.89,24704,6249,5722,5.12,1431.0,1617,327,30,889,814,221,479,11366,10854,4530,2233,4091,2013,1074,1190,26,4142,2188,275,341,8058,2734,2270,3130,46,1191,0.283,1.46,7,41,0,1142,815,83,5,85,1,704,14,6314,24562,1.40,0.340,0.466,0.806,7.49,3.01,10.17,2.49,17.16,1431.0,6065,1295,0,4329,1610,126,15,0,78,20,0.796,9,83,0.979,0.681,4293,59,103,0.364,0.0,722,900,-178
,127,NYM,New York,Mets,162,5459,671,1342,240,19,218,36,649,635,517,10965,10835,4452,2280,4103,1720,1040,1098,2052,2359,2797,1236,3625,2424,1120,1302,371,980,8750,42,18,0.700,0.246,0.316,0.417,0.733,0,62,35,41,2274,477,0,0,0,1119,2408,1475,800,1.84,24036,6125,5494,3.63,1425.0,1397,258,29,617,574,152,439,11410,11367,4745,2467,4155,1894,883,1100,55,4129,1802,31,113,8509,3346,2033,3425,44,1396,0.254,1.29,5,35,0,1086,727,50,7,139,3,645,10,6067,23667,1.49,0.311,0.395,0.706,8.82,2.77,8.82,3.18,16.61,1425.0,5950,1202,1,4341,1519,90,11,0,135,45,0.750,8,50,0.985,0.692,4275,87,75,0.537,0.0,671,619,52
,114,NYY,New York,Yankees,162,5458,680,1378,245,20,183,48,647,628,475,10703,10405,4206,2154,4045,1985,974,1038,1373,2590,2804,1207,3064,1933,1098,1188,498,1233,8689,72,22,0.766,0.252,0.315,0.405,0.720,0,42,21,48,2212,448,0,0,0,1283,2469,1637,760,2.15,23299,6072,5478,4.20,1414.0,1358,279,22,702,660,214,444,11124,11015,4282,2714,4019,1956,891,972,21,5891,1344,1436,838,8947,1958,1305,1106,22,1393,0.248,1.27,11,57,0,1201,661,51,2,90,2,427,5,6023,23583,1.82,0.310,0.424,0.734,8.87,2.83,8.64,3.14,16.68,1414.0,5907,1251,0,4285,1536,86,13,0,86,31,0.735,14,51,0.985,0.708,4242,84,78,0.519,0.0,680,709,-29
,125,OAK,Oakland,Athletics,162,5500,653,1352,270,21,169,54,634,599,442,10660,10285,4060,2198,4027,1910,1006,1145,2354,2478,2530,1273,3578,1915,1036,1145,497,1215,7723,50,23,0.685,0.246,0.304,0.395,0.699,0,33,12,32,2171,460,0,0,0,1253,2394,1615,801,2.02,23116,6033,5558,4.55,1419.2,1459,276,26,761,718,185,464,11004,10444,4210,2354,3880,2084,894,1121,21,2413,2429,26,1061,9183,3090,2981,2160,49,1188,0.263,1.35,5,50,0,1206,702,70,3,77,4,611,11,6144,23552,1.72,0.322,0.421,0.744,7.53,2.94,9.25,2.56,16.59,1419.2,6027,1307,0,4300,1630,97,20,0,75,22,0.773,11,70,0.984,0.701,4259,69,93,0.426,0.0,653,765,-112
,129,PHI,Philadelphia,Phillies,162,5434,610,1305,231,35,161,62,574,546,424,11222,10644,4503,2585,3556,1986,808,1021,2551,2448,2896,1224,3346,1750,1043,1376,96,967,8113,96,45,0.681,0.240,0.301,0.384,0.685,0,58,44,29,2089,427,0,0,0,1294,2667,1646,639,2.58,22945,6013,5541,4.68,1420.1,1468,308,33,796,739,213,466,11042,10792,4291,2405,4096,1831,938,1207,49,3211,3411,694,141,8656,1711,2837,3120,55,1299,0.265,1.36,8,51,0,1088,751,57,9,80,3,1013,8,6164,23903,1.45,0.325,0.448,0.772,8.23,2.95,9.30,2.79,16.83,1420.1,5911,1192,0,4311,1503,97,13,0,70,32,0.686,10,57,0.984,0.696,4261,71,91,0.438,0.0,610,797,-187
,132,PIT,Pittsburgh,Pirates,162,5542,729,1426,277,32,153,60,696,668,561,11283,11297,4560,2438,4299,2041,857,1100,2646,2256,2367,1380,4239,2261,1173,1334,245,1253,9055,110,45,0.710,0.257,0.333,0.402,0.734,0,81,40,35,2226,462,0,0,0,1357,2684,1707,653,2.61,24974,6278,5579,4.25,1437.0,1490,322,40,758,679,180,533,11331,10756,4572,2302,3882,2126,865,1126,64,3484,1333,73,933,7287,4540,2872,3061,46,1232,0.267,1.41,4,68,0,1255,638,71,6,108,4,533,7,6292,24157,1.97,0.336,0.436,0.772,7.72,3.34,9.33,2.31,16.81,1437.0,6208,1377,0,4352,1745,111,20,0,102,28,0.785,17,71,0.982,0.694,4311,78,83,0.481,0.0,729,761,-32
,139,SD,San Diego,Padres,162,5419,686,1275,257,26,177,54,654,662,449,11070,11101,4421,2630,4050,1847,825,1016,2089,2066,2566,1353,3677,2059,965,1500,310,1251,8860,125,45,0.735,0.235,0.299,0.390,0.689,0,58,34,35,2115,460,0,0,1,1228,2726,1523,645,2.36,23726,6068,5533,4.44,1433.2,1425,276,45,770,708,183,569,10879,10622,4242,2235,4145,2094,915,1088,27,2909,2931,114,971,8646,46,2097,5270,42,1222,0.258,1.39,10,53,0,1177,736,68,3,105,2,643,9,6228,24305,1.60,0.330,0.423,0.753,7.67,3.57,8.95,2.15,16.95,1433.2,6052,1309,0,4320,1623,109,12,0,98,29,0.772,13,68,0.982,0.704,4301,68,94,0.420,0.0,720,777,-57
,136,SF,San Francisco,Giants,162,5565,715,1437,280,54,130,58,675,657,572,11222,10548,4504,2171,3873,2098,911,1208,1958,2437,2895,1164,3298,2141,1188,1107,295,1197,9019,79,36,0.687,0.258,0.330,0.398,0.728,0,42,39,44,2215,464,0,0,0,1340,2442,1736,737,2.36,24096,6287,5488,3.71,1438.0,1334,262,42,631,593,158,439,11002,10785,4372,2375,4038,1952,883,1076,41,4366,1994,232,2336,7254,1153,1772,3578,34,1309,0.243,1.23,9,46,0,1236,701,40,6,78,1,555,11,6048,23396,1.76,0.303,0.392,0.695,8.19,2.75,8.35,2.98,16.27,1438.0,6092,1335,0,4381,1639,72,11,0,71,35,0.670,6,40,0.988,0.713,4314,87,75,0.537,0.0,715,632,83
,123,SEA,Seattle,Mariners,162,5621,771,1459,253,17,226,40,738,731,507,11348,11079,4531,2427,4121,2087,887,1081,2230,2930,3803,1238,3072,2367,1109,1296,290,1196,7709,56,28,0.667,0.260,0.327,0.431,0.758,0,72,24,39,2424,496,0,0,1,1302,2589,1725,663,2.60,24537,6284,5607,4.04,1451.1,1417,274,23,712,651,214,468,11283,10940,4568,2375,3997,1916,974,1092,23,3497,1949,1427,1092,8769,2808,2159,1040,36,1325,0.253,1.30,2,55,0,1106,755,52,7,85,5,557,9,6189,23787,1.46,0.315,0.424,0.739,8.22,2.90,8.79,2.83,16.39,1451.1,6067,1268,1,4397,1580,90,21,0,82,32,0.719,11,52,0.985,0.709,4354,86,76,0.531,0.0,771,720,51
,133,STL,St. Louis,Cardinals,162,5548,779,1415,299,32,225,62,745,716,526,11553,10902,4710,2534,3658,1880,1038,1072,2881,2426,2805,1283,3787,2013,1113,1318,223,1166,8146,35,26,0.574,0.255,0.325,0.442,0.767,0,70,37,40,2453,556,0,0,0,1250,2557,1563,808,1.93,23992,6232,5553,4.13,1430.1,1432,278,21,712,656,159,475,10835,10560,4270,2218,4072,2185,810,1085,38,2114,2315,0,1998,7550,3707,3258,2077,46,1290,0.258,1.33,6,52,0,1304,645,50,1,97,2,518,6,6164,23405,2.02,0.320,0.401,0.721,8.12,2.99,9.01,2.72,16.36,1430.1,6199,1416,0,4345,1747,107,17,0,85,26,0.766,10,50,0.983,0.696,4291,86,76,0.531,0.0,779,714,65
,115,TB,Tampa Bay,Rays,162,5481,672,1333,288,32,216,46,647,625,449,11172,10957,4277,2849,3831,1697,1039,929,1596,2387,2570,1263,3488,2102,1060,1482,544,1380,8374,60,37,0.619,0.243,0.307,0.426,0.733,0,69,18,28,2333,536,0,0,1,1090,2566,1355,788,1.72,23563,6068,5470,4.23,1413.1,1395,233,9,713,665,210,491,11286,11175,4510,2581,4084,1756,1070,983,33,3871,1139,705,1893,11134,541,2351,1646,47,1357,0.255,1.33,8,32,1,985,835,61,5,97,5,573,10,6076,24191,1.18,0.318,0.416,0.734,8.64,3.13,8.88,2.76,17.12,1413.1,5780,1117,0,4278,1408,94,13,0,91,31,0.746,13,61,0.984,0.702,4240,68,94,0.420,0.0,672,719,-47
,121,TEX,Texas,Rangers,162,5525,765,1446,257,23,215,55,746,709,436,10859,10617,4164,2333,4120,1992,945,1058,2105,2609,2241,1271,3585,1968,1038,1220,530,1151,8202,99,36,0.733,0.262,0.322,0.433,0.755,0,70,18,40,2394,495,0,0,0,1281,2491,1604,726,2.21,23379,6102,5537,4.42,1426.0,1441,258,22,757,700,201,534,11019,10429,4321,2253,3855,2045,977,1111,19,3301,2758,136,1099,7445,2806,2587,3275,43,1154,0.260,1.38,4,53,0,1160,750,45,4,86,4,624,5,6186,23693,1.55,0.329,0.424,0.753,7.28,3.37,9.09,2.16,16.62,1426.0,6081,1334,1,4329,1655,97,13,0,82,33,0.713,11,45,0.984,0.708,4278,95,67,0.586,0.0,765,758,7
,112,TOR,Toronto,Blue Jays,162,5479,759,1358,276,18,221,52,728,716,632,11030,11292,4402,2445,4445,1829,949,1008,1687,2090,2764,1226,4128,2306,1120,1362,713,1229,9335,54,24,0.692,0.248,0.330,0.426,0.755,0,55,26,40,2333,515,0,0,0,1263,2622,1578,707,2.23,25215,6239,5546,3.81,1448.1,1340,268,24,666,613,183,461,10922,10605,4174,2470,3961,2021,906,997,13,2317,1938,0,1609,7671,757,2258,4260,33,1314,0.242,1.24,5,59,0,1254,699,50,6,90,2,277,5,6113,23322,1.79,0.305,0.398,0.703,8.17,2.86,8.33,2.85,16.10,1448.1,6088,1325,1,4378,1622,88,16,0,84,20,0.808,29,50,0.986,0.717,4345,89,73,0.549,0.0,768,672,96
